"id","field","kept_value","all_values","study_count"
"ENT-S5-004","status","Active","Active || active","2"
"ENT-S5-004","years_active","1977-present","1977-present || 1984–present","2"
"ENT-S5-004","notes","Tape library manufacturer; partner for NonStop VLDB. Spectralogic remains active as enterprise tape library vendor.","Oracle 7 as RDBMS for System ESS; also competitor via Oracle Financials integration || Tape library manufacturer; partner for NonStop VLDB. Spectralogic remains active as enterprise tape library vendor.","2"
"ENT-S5-005","entity_name","Business Objects S.A.","Business Objects S.A. || Cheyenne Software","2"
"ENT-S5-005","entity_type","Software Partner","Software Partner || vendor","2"
"ENT-S5-005","sector","Backup Software","Backup Software || technology","2"
"ENT-S5-005","status","Acquired","Acquired || acquired","2"
"ENT-S5-005","successor","Computer Associates / CA Technologies (1996)","Computer Associates / CA Technologies (1996) || SAP (acquired 2007)","2"
"ENT-S5-005","years_active","1983–1996","1983–1996 || 1990-2007","2"
"ENT-S5-005","notes","Backup software vendor (ARCserve); acquired by Computer Associates (CA) in 1996 for $1.2B. Tested with NonStop VLDB after CA acquisition.","Backup software vendor (ARCserve); acquired by Computer Associates (CA) in 1996 for $1.2B. Tested with NonStop VLDB after CA acquisition. || Decision support integration partner for System ESS; acquired by SAP in 2007 for $6.78B","2"
"ENT-S5-006","entity_type","Software Partner","Software Partner || vendor","2"
"ENT-S5-006","sector","Backup Software","Backup Software || technology","2"
"ENT-S5-006","status","Acquired","Acquired || active","2"
"ENT-S5-006","years_active","1972-present","1972-present || 1988–2003","2"
"ENT-S5-006","notes","NetWorker backup software vendor tested with NonStop VLDB. Acquired by EMC Corporation in 2003 for $1.3B. NetWorker product continues under Dell EMC / Dell Technologies.","Named competitor in ERP/SCM market; became dominant ERP vendor || NetWorker backup software vendor tested with NonStop VLDB. Acquired by EMC Corporation in 2003 for $1.3B. NetWorker product continues under Dell EMC / Dell Technologies.","2"
"ENT-S5-007","entity_type","RDBMS Partner","RDBMS Partner || vendor","2"
"ENT-S5-007","sector","Enterprise Software","Enterprise Software || technology","2"
"ENT-S5-007","status","acquired","Active || acquired","2"
"ENT-S5-007","successor","Infor (via SSA GT / Infor)","Continues || Infor (via SSA GT / Infor)","2"
"ENT-S5-007","years_active","1977–present","1977–present || 1978-2000","2"
"ENT-S5-007","notes","Oracle RDBMS compatible with NonStop VLDB. Oracle remains dominant enterprise database vendor.","Named ERP competitor; acquired by Invensys 2000; via SSA GT became part of Infor || Oracle RDBMS compatible with NonStop VLDB. Oracle remains dominant enterprise database vendor.","2"
"ENT-S5-008","entity_type","RDBMS Partner","RDBMS Partner || vendor","2"
"ENT-S5-008","sector","Enterprise Software","Enterprise Software || technology","2"
"ENT-S5-008","status","Acquired","Acquired || acquired","2"
"ENT-S5-008","successor","JDA Software (now Blue Yonder)","IBM (2001) || JDA Software (now Blue Yonder)","2"
"ENT-S5-008","years_active","1981–2001","1981–2001 || 1988-2010","2"
"ENT-S5-008","notes","Best-of-breed SCM competitor; merged with JDA Software 2010; JDA rebranded Blue Yonder 2020; acquired by Panasonic 2021","Best-of-breed SCM competitor; merged with JDA Software 2010; JDA rebranded Blue Yonder 2020; acquired by Panasonic 2021 || RDBMS tested with NonStop VLDB. IBM acquired Informix in 2001 for $1B; Informix brand continues as IBM Informix.","2"
"ENT-S5-009","entity_name","Manugistics Group","Manugistics Group || Sybase Inc.","2"
"ENT-S5-009","entity_type","RDBMS Partner","RDBMS Partner || vendor","2"
"ENT-S5-009","sector","Enterprise Software","Enterprise Software || technology","2"
"ENT-S5-009","status","Acquired","Acquired || acquired","2"
"ENT-S5-009","successor","JDA Software","JDA Software || SAP (2010)","2"
"ENT-S5-009","years_active","1969-2004","1969-2004 || 1984–2010","2"
"ENT-S5-009","notes","RDBMS tested with NonStop VLDB. SAP acquired Sybase in 2010 for $5.8B; ASE product continues as SAP ASE.","Best-of-breed SCM competitor; acquired by JDA Software 2004 || RDBMS tested with NonStop VLDB. SAP acquired Sybase in 2010 for $5.8B; ASE product continues as SAP ASE.","2"
"ENT-S5-010","entity_type","Application Partner","Application Partner || vendor","2"
"ENT-S5-010","sector","Enterprise Software","Enterprise Software || technology","2"
"ENT-S5-010","status","acquired","Active || acquired","2"
"ENT-S5-010","successor","Oracle (acquired 2005)","Continues || Oracle (acquired 2005)","2"
"ENT-S5-010","years_active","1972–present","1972–present || 1987-2005","2"
"ENT-S5-010","notes","SAP R/3 tested with NonStop VLDB; backup results in 400-750 GB/hour range. SAP remains global enterprise software leader.","Named ERP competitor; Oracle hostile takeover completed January 2005 for $10.3B || SAP R/3 tested with NonStop VLDB; backup results in 400-750 GB/hour range. SAP remains global enterprise software leader.","2"
"ENT-S5-011","entity_type","private-equity","Competitor || private-equity","2"
"ENT-S5-011","sector","Computing Hardware","Computing Hardware || finance","2"
"ENT-S5-011","status","Defunct","Defunct || active","2"
"ENT-S5-011","years_active","1983-present","1982–2009 || 1983-present","2"
"ENT-S5-011","notes","Predicted by Aberdeen as first competitor to enter fast backup/restore space after Digital. SGI went bankrupt 2006/2009; never meaningfully challenged Digital in backup/restore.","New majority owner of IMI as of January 2021; enabled acquisition-driven growth strategy || Predicted by Aberdeen as first competitor to enter fast backup/restore space after Digital. SGI went bankrupt 2006/2009; never meaningfully challenged Digital in backup/restore.","2"
"ORACLE","sector","RDBMS / enterprise software","RDBMS / enterprise software || database / ERP","2"
"ORACLE","notes","Listed as partner of i2 and Red Pepper for APET integration.","Listed as partner of i2 and Red Pepper for APET integration. || RDBMS partner certified to run on Cray CS6400.","2"
"PEOPLESOFT","notes","Mentioned as Red Pepper partnership; acquired Red Pepper for $225M in 1996; acquired by Oracle for $10.3B in 2005.","Mentioned as Red Pepper partnership; acquired Red Pepper for $225M in 1996; acquired by Oracle for $10.3B in 2005. || Named as primary competitor; acquired by Oracle for $10.3B in 2005.","2"
"SAP","notes","Named as primary competitor; note workflow capabilities described as still under development in 1996.","Listed as partner of i2, Manugistics, Numetrix; major ERP competitor. || Named as primary competitor; note workflow capabilities described as still under development in 1996.","2"
"SYBASE","notes","Primary RDBMS vendor for SmartStream DE; Replication Server used for distributed data sync. Acquired by SAP in 2010.","Primary RDBMS vendor for SmartStream DE; Replication Server used for distributed data sync. Acquired by SAP in 2010. || RDBMS partner for Cray CS6400; acquired by SAP in 2010.","2"
"abb-systems-control","sector","energy-software","energy-software || utilities-IT","2"
"abb-systems-control","successor","ABB Group (parent active)","ABB Group (parent active) || [none]","2"
"abb-systems-control","notes","Division of Asea Brown Boveri; 1997 ABB revenues $33.7B; SCADA/EMS/substation automation","Division of Asea Brown Boveri; 1997 ABB revenues $33.7B; SCADA/EMS/substation automation || Swiss-Swedish industrial giant; ABB Group active; energy management systems vendor","2"
"aberdeen-group","entity_name","Aberdeen Group / Aberdeen Laboratories","Aberdeen Group || Aberdeen Group / Aberdeen Laboratories || Aberdeen Group Inc. || Aberdeen Group, Inc. || Aberdeen Group, Incorporated","1220"
"aberdeen-group","entity_type","market-research","Research Firm || analyst || analyst-firm || company || firm || market-research || organization || research-firm","1220"
"aberdeen-group","sector","technology research / industry analysis","IT Market Research || IT Research || IT Research & Consulting || IT Research / Industry Analysis || IT market analysis || IT market research || IT market research / analyst firm || IT research and consulting || IT-market-research || IT-research || IT-research-advisory || IT-research-analysis || IT-research-and-advisory || IT-research-and-analysis || IT-research-consulting || Market Research || Market Research / IT Advisory || Market Research / IT Consulting || Technology Research || Technology research and consulting || analyst-services || industry-analysis || industry-analyst || it-research || market research & consulting || market-research || research || research-and-analysis || technology || technology market research || technology research || technology research & advisory || technology research / analyst || technology research / analyst firm || technology research / industry analysis || technology research and advisory || technology research/analyst || technology-research","1220"
"aberdeen-group","status","acquired-by-harte-hanks","Acquired || acquired || acquired-by-harte-hanks || active || dissolved || merged || unknown || unknown [REVIEW]","1220"
"aberdeen-group","successor","Harte-Hanks (Sep 2006) -> Halyard Capital (Apr 2015) -> Spiceworks Ziff Davis (Dec 2020)","Aberdeen (Harte-Hanks -> Aberdeen Strategy & Research) || Aberdeen (Harte-Hanks -> Informa) || Aberdeen (Harte-Hanks -> Spiceworks-Ziff Davis) || Aberdeen (Harte-Hanks -> acquired by Aberdeen Strategy & Research) || Aberdeen (Harte-Hanks / Informa Tech) || Aberdeen (Harte-Hanks / Informa) || Aberdeen (Harte-Hanks / independent) || Aberdeen (Harte-Hanks division, later independent brand) || Aberdeen (Harte-Hanks spinoff / acquired by Spiceworks Ziff Davis) || Aberdeen (Harte-Hanks spinoff) || Aberdeen (Harte-Hanks successor); now part of Aberdeen Strategy & Research || Aberdeen (Harte-Hanks) || Aberdeen (Harte-Hanks) -> Aberdeen Strategy & Research || Aberdeen (Harte-Hanks) -> HFS Research || Aberdeen (acquired by Harte-Hanks 2001) || Aberdeen (acquired by Harte-Hanks 2001, then rebranded) || Aberdeen Group -> Aberdeen (Harte-Hanks) -> Aberdeen Strategy & Research || Aberdeen Group -> Harte-Hanks (2001) || Aberdeen Group -> Harte-Hanks (2001) -> Aberdeen (brand revival) || Aberdeen Group -> Harte-Hanks (2001) -> Aberdeen (independent brand revival) || Aberdeen Group acquired by Harte-Hanks 2001 || Aberdeen Strategy & Research || Aberdeen Strategy & Research (Harte-Hanks lineage) || Aberdeen Strategy & Research (Harte-Hanks) || Aberdeen Strategy & Research (acquired by Harte-Hanks) || Aberdeen Strategy & Research (now part of Informa) || Aberdeen/Harte-Hanks || Acquired by Harte-Hanks 2001; rebranded Aberdeen Group || HCL Technologies (2010) || HCL Technologies (2010) / Harte-Hanks || HCL Technologies (via Harte-Hanks 2001) || HCL Technologies (via Harte-Hanks acquisition 2001) || HCL Technologies (via Harte-Hanks then Aberdeen) || HCL Technologies / Harte-Hanks || Halyard Capital (2015) || Harte-Hanks || Harte-Hanks (2001) || Harte-Hanks (2001) -> Aberdeen Group (independent relaunch) -> Informa (2019) || Harte-Hanks (2001) -> Aberdeen Group brand continues under Aberdeen/Harte-Hanks || Harte-Hanks (2001) -> Aberdeen Group brand reacquired by various entities || Harte-Hanks (2001) -> Informa (2019) || Harte-Hanks (2001) then merged into other entities || Harte-Hanks (2001), then Aberdeen Group LLC || Harte-Hanks (2001), then Aberdeen Strategy & Research (independent 2019) || Harte-Hanks (2001), then Aberdeen acquired by Omdia/Informa || Harte-Hanks (2001); Aberdeen Group brand retained || Harte-Hanks (2001); Aberdeen Group brand retained under multiple owners || Harte-Hanks (2002) || Harte-Hanks (2002) -> Spiceworks Ziff Davis || Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis || Harte-Hanks (2005) || Harte-Hanks (2006); later Ziff-Davis || Harte-Hanks (2007) || Harte-Hanks (2007) -> Spiceworks Ziff Davis || Harte-Hanks (2007); Spectrum Equity (2017) || Harte-Hanks (2007); Spiceworks Ziff Davis || Harte-Hanks (2008); later Spiceworks Ziff Davis || Harte-Hanks (2008); later spun to various entities || Harte-Hanks (2010) || Harte-Hanks (Aberdeen Group brand) || Harte-Hanks (Sep 2006) -> Halyard Capital (Apr 2015) -> Spiceworks Ziff Davis (Dec 2020) || Harte-Hanks (acquired 2001), Aberdeen Group LLC (spun off 2010) || Harte-Hanks (acquired 2001); brand later acquired by Aberdeen Strategy & Research || Harte-Hanks (acquired 2008) || Harte-Hanks (later Aberdeen acquired by The Aberdeen Group / Spiceworks Ziff Davis) || Harte-Hanks (then Aberdeen rejoined as independent brand) || Harte-Hanks (then Aberdeen) || Harte-Hanks -> (brand defunct 2020s) || Harte-Hanks -> Aberdeen (HFS) -> Aberdeen Strategy & Research || Harte-Hanks -> Aberdeen (Informa) || Harte-Hanks -> Aberdeen (now part of Aberdeen Strategy & Research) || Harte-Hanks -> Aberdeen (now part of Spiceworks Ziff Davis) || Harte-Hanks -> Aberdeen (rebranded standalone 2014) || Harte-Hanks -> Aberdeen (rebranded) || Harte-Hanks -> Aberdeen (standalone brand under various owners) || Harte-Hanks -> Aberdeen Group (Spire Research) || Harte-Hanks -> Aberdeen Strategy & Research || Harte-Hanks -> Aberdeen standalone brand || Harte-Hanks -> HIMSS || Harte-Hanks -> Halyard Capital -> Spiceworks Ziff Davis || Harte-Hanks -> Spiceworks Ziff Davis || Harte-Hanks -> multiple acquirers || Harte-Hanks / Aberdeen || Harte-Hanks / Aberdeen (brand revived) || Harte-Hanks / Aberdeen (rebranded) || Harte-Hanks 2002; Spiceworks-Ziff Davis 2019+ || Harte-Hanks 2006 || Harte-Hanks Communications || Harte-Hanks Communications (2006); later spun off as Aberdeen Strategy & Research || Harte-Hanks then Aberdeen Strategy & Research || Harte-Hanks then Spiceworks Ziff Davis || Harte-Hanks; later Aberdeen Strategy & Research lineage || HfS Research / Aberdeen (Harte-Hanks) || HfS Research / Omdia || IHS Markit -> Omdia || Spiceworks Ziff Davis || Spiceworks Ziff Davis (2018) || Spiceworks Ziff Davis (2020) || acquired by Harte-Hanks 2001 || unknown","1220"
