"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","collection","notes"
"stratus-xa2000","Stratus XA 2000","platform","Stratus Computer","1987","emerging","legacy-end-of-life","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","Built on Motorola 68020 processors; Kastner led market and product team for this announcement; preserved lockstep architecture."
"motorola-68020","Motorola 68020","platform","Motorola","1984-1991","growing","legacy-end-of-life","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","Microprocessor used in Stratus XA 2000; enabled dramatic performance gains vs. previous Stratus hardware."
"cobol","COBOL","language","Various","1959-","mature","legacy-supported","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","Standard programming language on Stratus/System/88; Kastner's 'zero-code advantage' message: standard COBOL worked without fault-tolerance modifications."
"fortran","FORTRAN","language","Various","1957-","mature","active","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","Also cited alongside COBOL as standard language usable without modification on Stratus fault-tolerant hardware."
"oltp","OLTP (Online Transaction Processing)","application","Various","1969-","growing","active","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","Central market use case for fault-tolerant hardware; Kastner's 1987 Yankee Group report predicted OLTP price-performance explosion."
"ss7","SS7 (Signaling System No. 7)","protocol","ITU / telecom carriers","1980-","emerging","legacy-supported","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","Telecom signaling protocol; Stratus became embedded infrastructure for SS7 signaling systems after telecom market breakthrough."
"hardware-fault-tolerance","Hardware Fault Tolerance","platform","Stratus Computer","1981-","emerging","active","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","Approach contrasted with software fault tolerance (Tandem); hides failures from application software entirely."
"ibm-4300","IBM 4300 Series","platform","IBM","1979-1988","mature","legacy-end-of-life","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","Referenced as example of non-fault-tolerant mainframe that crashed on component failure; central to Kastner's market problem statement."
"ft-systems-1986-forecast","Fault-Tolerant Systems Market Forecast","framework","Stratus / Kastner","1981-1987","growing","legacy-end-of-life","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","Kastner's downtime-cost calculator framework: quantify cost of downtime per hour vs. hardware price premium to justify fault-tolerant investment."
"oltp-45pct-growth-forecast","Future of Transaction Processing (1987 Report)","framework","Yankee Group / Kastner (ghostwriter)","1987","emerging","legacy-end-of-life","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","100-page report published January 1987; predicted microprocessor-based OLTP price-performance explosion and mainframe displacement via Moore's Law."
"moore-law","Moore's Law","framework","Intel (concept)","1965-","growing","active","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987","Kastner Memoir","Kastner invoked Moore's Law as driver for microprocessor OLTP economics overtaking mainframes in the 1987 Yankee Group report."
"dec-vax","DEC VAX Architecture","platform","Digital Equipment Corporation","1977-1998","mature","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Central DEC platform; the multiprocessor VAX 8200 was the System Under Test in DECtp benchmarks; Kastner calls it 'one of the great minicomputer designs ever produced.'"
"vax-architecture","VAX Architecture","platform","Digital Equipment Corporation","1977-1998","mature","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","32-bit CISC architecture; beating IBM mainframe on cost-performance only to itself be displaced by x86 within four years."
"vms","VMS","platform","Digital Equipment Corporation","1977-","mature","legacy-supported","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","DEC's operating system for VAX; provided the software environment for DECtp OLTP workloads."
"digital-rdb","DEC Rdb","application","Digital Equipment Corporation","1984-1994","growing","legacy-supported","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","DEC's relational database; described as 'a genuine relational database' and 'transaction-friendly'; combined with OLTP monitor for DECtp; later acquired by Oracle."
"dectp","DECtp (DEC Transaction Processing)","platform","Digital Equipment Corporation","1988-1993","emerging","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Integrated OLTP platform comprising multiprocessor VAX, Rdb, and an acquired transaction monitor; launched 1988 with a ~$2 million marketing budget."
"oltp","Online Transaction Processing (OLTP)","framework","","1970-","mature","active","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Core workload type for banking, insurance, retail, financial services; IBM mainframe franchise being challenged by DEC VAX in 1987-1988."
"ibm-3090","IBM 3090 Mainframe","platform","IBM","1985-1994","mature","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","IBM's flagship mainframe; 3090-400 (4-processor) used as System Under Test and 3090-200 as load driver in the Westwood benchmark; exposed SNA Tax."
"ibm-sna","IBM SNA (Systems Network Architecture)","protocol","IBM","1974-1995","mature","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Communications framework connecting 3270 terminals to mainframe applications; source of the 'SNA Tax' — massive per-session initialization overhead via VTAM."
"ibm-db2","IBM DB2","application","IBM","1983-","growing","active","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","IBM's flagship relational database; benchmarked as having been tuned primarily for query workloads rather than transactional throughput; IBM announced DB2 Version 2 in October 1988 in response."
"ibm-3270","IBM 3270 Terminal","platform","IBM","1971-1990s","mature","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Standard IBM mainframe terminal; each session required 1+ CPU-second of VTAM initialization overhead — the core of the SNA Tax calculation."
"cics","CICS (Customer Information Control System)","application","IBM","1969-","mature","active","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","CICS application consulting firm in Westwood, MA used as cover to conduct the blind benchmark against IBM's 3090."
"sna","SNA (Systems Network Architecture)","protocol","IBM","1974-1995","mature","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","IBM network architecture; generated the 'SNA Tax' discovered during Westwood benchmark — over an hour of clock time just to establish 10,000 terminal sessions."
"debit-credit-benchmark","Debit-Credit Benchmark","framework","","1985-1992","mature","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Standard OLTP benchmark simulating bank account transaction processing; measures TPS with 100 virtual terminals per claimed TPS; called the 'four-minute mile' of enterprise computing."
"tpc-a","TPC-A Benchmark","framework","Transaction Processing Performance Council","1989-1994","emerging","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","First formal TPC benchmark; Kastner audited Stratus TPC-A submission; based on the debit-credit benchmark but with full pricing, independent audit, and public disclosure requirements."
"tpc-b","TPC-B Benchmark","framework","Transaction Processing Performance Council","1990-1994","emerging","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Second TPC benchmark; batch variant of TPC-A; part of the suite that replaced vendor-proprietary benchmark claims."
"tpc-c","TPC-C Benchmark","framework","Transaction Processing Performance Council","1992-2010s","emerging","legacy-supported","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Complex multi-table order-entry workload benchmark; became the definitive OLTP server benchmark through the 1990s and 2000s; results published quarterly in trade press."
"tpc-h","TPC-H Benchmark","framework","Transaction Processing Performance Council","1999-","emerging","active","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","TPC decision-support benchmark; later addition to TPC suite covering analytical/query workloads."
"ramp-c-benchmark","RAMP-C Benchmark","framework","Stratus/IBM","1988-1993","mature","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Proprietary benchmark jointly used by Stratus and IBM; Kastner audited the Stratus/IBM RAMP-C submission as part of Aberdeen Transaction Services."
"bull-dps7000","Bull DPS 7000","platform","Groupe Bull","1985-1998","mature","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Groupe Bull mainframe-class system; Kastner audited three models in US, Italy, and France for TPC compliance."
"intel-80x86","Intel 386 (x86)","platform","Intel","1985-1994","growing","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Multiprocessor Intel 386 systems predicted in Kastner's 1987 Yankee Group report as arriving on the horizon; by 1990 x86 servers (Compaq et al.) undercut DEC VAX OLTP pricing."
"moore-law","Moore's Law","framework","","1965-","mature","active","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Cited by Kastner as the economic driver meeting departmental transaction processing economics — making Intel 386-based servers viable for OLTP by early 1990s."
"vtam","VTAM (Virtual Telecommunications Access Method)","platform","IBM","1974-","mature","legacy-supported","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","IBM's mainframe communications manager for SNA; required 1+ CPU-second to initialize each 3270 terminal session — the source of the SNA Tax at scale."
"vax-8200","VAX 8200","platform","Digital Equipment Corporation","1986-1993","growing","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Multiprocessor VAX system used as the DEC system in the DECtp vs. IBM 3090 benchmark; delivered comparable OLTP throughput at a fraction of 3090 cost."
"vax-11-780","VAX-11/780","platform","Digital Equipment Corporation","1977-1988","declining","legacy-end-of-life","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner Memoir","Foundational VAX model; referenced in chapter context as the baseline that established the VAX architecture franchise Kastner was defending."
